firm,date_review,job_title,current,location,overall_rating,work_life_balance,culture_values,diversity_inclusion,career_opp,comp_benefits,senior_mgmt,recommend,ceo_approv,outlook,headline,pros,cons
ALDI,2017-02-15, Store Assistant,"Former Employee, more than 1 year","Nottingham, England, England",1,5.0,1.0,,2.0,1.0,1.0,x,x,r,Avoid at all costs,"By far the best diet I've ever been on, often had to rinse my underpants after a night shift, nice staff but don't get to close as no one stops there very long","Work at least 1 hour free per day, expected to unload 18 pallets in 4 hours, Rota changed without notice, check your pay I once received £2.32 for a month"
ALDI,2019-09-08, Deputy Store Manager,"Current Employee, less than 1 year","Chipping Norton, England, England",5,3.0,5.0,,5.0,3.0,5.0,o,r,o,Brilliant team,"Caring management, always busy and good team","Sometimes heavy physical job, must be flexible"
ALDI,2021-03-25, Store Manager,Former Employee,"Glasgow, Scotland, Scotland",3,,,,,,,o,o,o,Hard work,Work you hard for the money,Long hours and tough deadlines
ALDI,2020-08-18, Store Assistant,"Current Employee, more than 1 year","London, England, England",4,1.0,4.0,,4.0,3.0,5.0,v,v,v,"Good money , long hours",Good money and good team,Long hours. Not much time with the family
ALDI,2020-09-14, Sales Associate,"Former Employee, less than 1 year","London, England, England",4,4.0,4.0,,4.0,4.0,4.0,v,v,v,"Good secure role, typical supermarket job be ready to work hard","Good pay, Clear Management, Shift flexibility","Can get very busy very quickly, hard to manage some roles during high traffic times, not short people friendly or weak people friendly"
ALDI,2017-04-24, Deputy Manager,"Former Employee, more than 3 years","Manchester, England, England",2,1.0,1.0,,2.0,3.0,1.0,x,r,v,One rule for one and one for another,"Good pay, if you get the hours that is. Other staff members are decent to work with.
The customers are loyal and get to build a friendship with the regulars.","Management have trust issues. 
Under valued by senior management
Female members of staff are favoured by management and seem to get away with a lot more then male members of staff."
ALDI,2017-12-01, Assistant Manager,"Current Employee, more than 3 years","Chelmsford, England, England",1,1.0,1.0,,1.0,4.0,1.0,x,x,x,Stay away,The pay is good nothing else I can say really the cons massively out weigh the pros my advice is look elsewhere,"Very long hours
No social life
Little to no support when something isn’t working as area managers are mainly from grad schemes and have less experience then the store assistants 
Robotic area managers that have no people skills
Little to no transparency difficult to trust senior management
No praise only constant criticism 
Unrealistic targets that get worse by the year
Run stores on skeleton staff
Poor training"
ALDI,2018-11-17, Store Associate,"Former Employee, more than 1 year","Birmingham, England, England",4,3.0,3.0,,4.0,5.0,3.0,v,r,v,I had a great time,"Great pay
Sick pay
Friendly people to work with",I Can’t think of any
ALDI,2019-07-15, Deputy Manager,"Former Employee, less than 1 year","London, England, England",4,3.0,4.0,,4.0,2.0,5.0,o,o,o,Worked full time as a deputy manager for 1 year,"Great place to work, great people, enjoyed my job. There is progression if you want it and work hard for it.","Training, glorified shop worker, under staffed, but that’s aldi’s Way"
ALDI,2015-07-22, Store Assistant,"Current Employee, less than 1 year","Nottingham, England, England",3,3.0,2.0,,3.0,3.0,2.0,x,o,v,Aldi,"Good pay, Rapidly growing company- many local stores with a positive future.","Poor management, everything is rushed so not suited to everyones abilities, poor organisation"
ALDI,2020-10-16, Sales Associate,Former Employee,"Birmingham, England, England",5,5.0,,5.0,,,5.0,v,v,v,Good opportunities,"Recognition, Good Pay, Good Hours",Customer facing so some can be quite demanding
ALDI,2018-09-13, Buying Director,"Current Employee, more than 3 years","Atherstone, England, England",5,5.0,5.0,,5.0,5.0,5.0,o,o,o,Buying Director,"Excellent place to work with exciting, intense and challenging environment. Would recommend to anyone who is a Buying Manager or above.",Very process driven which can often get in the way of intelligent commercial decisions.  Otherwise nothing  I report.
ALDI,2020-09-28, Retail Sales Associate,"Former Employee, more than 3 years","Glasgow, Scotland, Scotland",5,,,,,,,v,v,v,great,nice people to work for,they are unsociable hours of work
AJ-Bell,2017-07-05, Anonymous Employee,"Former Employee, more than 3 years","Manchester, England, England",4,4.0,5.0,,5.0,3.0,4.0,v,v,v,AJ Bell,"Fast moving, exciting organisation with a great culture and colleagues.",Benefits (e.g. pension) package not as competitive as it could be for sector
AJ-Bell,2014-06-27, SIPP Administrator,"Current Employee, more than 3 years","Manchester, England, England",4,3.0,3.0,,3.0,3.0,3.0,o,v,r,Job stability,Feel my job is safe and the company is doing well,A little dated at times. Not very forth coming with flexibility u less you have kids. No recognition when passing industry exams.
ALDI,2020-11-27, Anonymous Employee,Current Employee,"London, England, England",3,4.0,2.0,2.0,2.0,2.0,2.0,x,o,o,Ok,Easy job easy buckets yes,Low life dead pay no food
ALDI,2020-08-20, Deputy Manager,Current Employee,"Milton Keynes, England, England",3,2.0,4.0,,3.0,4.0,1.0,v,r,v,Promises much for hard workers delivers little,"Good people
High pay rates compared to comparative companies","HARD work
Area managers lie to get what they want from employees"
ALDI,2017-08-29, Warehouse Worker,Former Employee,"Coventry, England, England",2,,,,,2.0,,o,o,o,aldi,working in a team and a fast paced environment,physical wear on body
ALDI,2021-02-17, Area Manager,Former Employee,"Swindon, Wiltshire, South West England, England, England",4,,,,,,,o,o,o,Job review,You are technically your own boss and get a market leading salary.,Work life balance is extremely hard.
ALDI,2016-02-15, Customer Service,"Former Employee, more than 1 year","Manchester, England, England",2,1.0,2.0,,3.0,2.0,1.0,x,o,v,Unsatisfactory,It was a busy environment and plenty of work and jobs to complete.,Breaks were not very organised and short staffed majority of the time which made my role harder.
ALDI,2020-03-10, Part Time Store Assistant,"Former Employee, more than 3 years","Leicester, England, England",4,5.0,4.0,,3.0,4.0,4.0,o,o,o,Great part time work,"Good pay, flexible hours, team mentality","Long hours, won’t get Christmas off"
ALDI,2020-03-31, Area Manager,Current Employee,"Newcastle upon Tyne, England, England",3,2.0,4.0,,3.0,5.0,4.0,v,r,v,Pay well but expect to work for it,Very good benefits package. Secure employer. Opportunities to progress (limited but internal promotion is the usual route).,Expect to work above the contracted hours.  Requests can be excessive. Can be reactionary. Prone to micro management.
ALDI,2019-09-13, Part Time Store Assistant,"Current Employee, more than 5 years","Newcastle upon Tyne, England, England",4,1.0,3.0,,3.0,3.0,3.0,x,r,v,Good/bad,"Great team,great customers, brilliant pay,","Expected to put the company before you’re own life,work/life balance does nots exist. Some staff get away with being lazy and get the same shifts day in day out,too much expected in short space of time,very cliquey,management decide who is their favourite then back stab them the next day. Too many bulletins that don’t need to be read by all.one rule for one one rule for others. Don’t always get the full break and nothing can be done as it’s a paid break. Too many injuries"
ALDI,2021-03-03, Store Assistant,"Current Employee, more than 3 years","Aberdeen, Scotland, Scotland",3,3.0,3.0,4.0,3.0,3.0,3.0,x,r,r,"Good if you like to work hard, although standards are too high sometimes","Good scheduling for college/uni

Good if you like to be a fast-paced worker","The standards can sometimes be over the top, expecting you to work 20 pallets of stock in ~6 hours for example

I have had problems in the past with not being paid the hours I worked, or being underpaid etc and having to sort out payment issues with managers at least once a year."
AJ-Bell,2021-03-04, Manager,"Current Employee, more than 1 year","Manchester, England, England",4,3.0,4.0,3.0,5.0,3.0,4.0,v,v,v,Great supportive culture,Plenty of opportunity for career development,Benefits package is below standard
ALDI,2021-02-06, Store Assistant,Current Employee,"Peterborough, England, England",4,2.0,5.0,4.0,3.0,4.0,2.0,v,o,r,it's okay,"Aldi has good benefits, good holiday. I get on with most of the people in my store and we work well as a team but it really depends what store you work at.","short breaks, work can be hard physically and mentally, fast paced work environment where you are just a number"
ALDI,2019-08-04, Assistant Store,"Former Employee, less than 1 year","London, England, England",3,2.0,3.0,,3.0,4.0,3.0,v,r,r,good money but hard work,"good pay of rate, possibility to work more hours","monoton,very tiring work on till"
ALDI,2020-11-24, Assistant Store Manager,"Current Employee, more than 1 year","Portslade, England, England",1,1.0,1.0,1.0,1.0,5.0,1.0,x,r,r,I work hard,Smoking breaks and times of work and some cheap food,Lazy staff + clumsy & some of them no go
ALDI,2021-03-16, Caretaker,"Former Employee, less than 1 year","Stratford-upon-Avon, England, England",3,5.0,3.0,3.0,5.0,5.0,2.0,o,o,o,Cleaner,Hourly pay rates were ok,Too many ( so called ) managers
ALDI,2020-11-15, TILL OPERATOR,"Former Employee, less than 1 year","Reading, England, England",5,5.0,5.0,5.0,5.0,5.0,5.0,v,r,v,amazing,fast paced environment and friendly,can be busy and slightly stressful but only at peak-hrs
AJ-Bell,2017-04-24," PA, Human Resources Support, Training and Development Support","Former Employee, less than 1 year","Manchester, England, England",5,5.0,5.0,,5.0,3.0,5.0,v,v,v,Great company,Great company culture with lots of training opportunities. Lots of support from colleagues and management. Lots of events and volunteer opportunities to get involved with.,Parking is limited but with the new site move this should hopefully be resolved.
ALDI,2018-08-28, Deputy Manager,"Former Employee, more than 3 years","Edinburgh, Scotland, Scotland",1,1.0,1.0,,1.0,1.0,1.0,x,x,x,"""Real life Shawshank Redemption""",Only pro is the extra pound an hour,"Theres never enough time to complete tasks and no room for any curve balls. Work scehdule is unbelievable, one week it's 6am starts and the next it's evening starts and this rotates weekly. Work life balance is destroyed, it's bad enough the place is under staff, you're expected to do the work of two. You're having to come into work sleep deprieved aswell, this takes it's toll. Expect wrinkles fast if that's not off putting then also a lower life expectency. 

Management is full of bitter aggressers, bit like the guards in Shawshank. Feel as if the title gives them license to do and say whatever to those without. And that there are superior to those below them and it's stems from the top. But this is odd as it's a job that requires little to no education to enter, hard to understand where the superiority comes from even Area managers simply need a undergrade degree of any discipline to enter. Perhaps it's the lack of knowledge that creates this higher status mentality within management steming from the top. 

Area managers are younglings straight out of Uni with no life experience, this is again to get the most out of them working 60-100 hours weekly, as they don't know any better and have no other commitments at that age. Bit like the stock trading sector in London however the ones Aldi employ tend to be entitled narcissists with type A personalities, that only require a degree in any profession to enter the position and it's as they tend blame their ""training"" for any and all errors and mistreatment of stuff and their own personalities. So they tend to struggle to relate to staff members of any age and also behave in sicklical ways. Much like children, they will engage in wars with individuals whether it be store assistants or managers. This stems from the belief that I have this title so you must see as this way and act this way, my behaviour may resemble that of a 12 year old and I may seem 300 miles away from what an area manager should be but  you must act as if I am warden and address me as such.

The worst of it is nothing can be disputed, their word is law these kids are not watched but left alone with thier magnifying glass. It's deeply demoralizing for the people working around them, recieving constant feedback on trivial matters, passive aggressive tactics and no oppurtunity to explain yourself as anything like that is viewed as back chat and the penality is cold shoulders and a loss in the oppertunity to progress in the company. To top it off there is no way to change this as these kids are the way makers and get away with acting like Jeff Bezos from his early days at Amazon and are more obtuse than the Warden out of Shawshank, the staff have no option but to take it on the chin like a man(because thats how men should be) and quickly lose their mental state for an extra pound over other retailers. There are no possible ways to speak to someone to solve this problem even the area managers themselves can't be reasoned with, you are classed as nothing  but low income earning trash by a Sports Science graduate recovering from his 21st. 

Look for something else unless you are don't want to deal with all that, not an isolated incident happening in many of these stores.  Have worked with company for 4 years been in 9 stores in 4 regions, it's same everywhere. But if you wanna feel anxious at work everyday maybe it's for you, I was gonna call this WORST RETAIL JOB OUT THERE but I think ""Real life Shawshank redemption"" is more fitting, creates a more fitting portrayal of Aldi life."
